encoder_key,resolution,seed,weights_compactness,weights_purity,weights_alignment,class_k,reliability_power,validation_accuracy,validation_nll
siglip2_b16_384,384,17,0.0,0.5,0.5,1,0.0,0.9409090909090909,0.5957371638881889
siglip2_b16_384,384,17,0.0,0.5,0.5,1,0.5,0.9440909090909091,0.5787435985638835
siglip2_b16_384,384,17,0.0,0.5,0.5,1,1.0,0.9418181818181818,0.5674544089652297
siglip2_b16_384,384,17,0.0,0.5,0.5,1,2.0,0.9318181818181818,0.5573782338650236
siglip2_b16_384,384,17,0.0,0.5,0.5,3,0.0,0.9454545454545454,0.6302852496193596
siglip2_b16_384,384,17,0.0,0.5,0.5,3,0.5,0.9454545454545454,0.6164066544446449
siglip2_b16_384,384,17,0.0,0.5,0.5,3,1.0,0.9418181818181818,0.6066355267357044
siglip2_b16_384,384,17,0.0,0.5,0.5,3,2.0,0.9386363636363636,0.5953057264505803
siglip2_b16_384,384,17,0.0,0.5,0.5,5,0.0,0.9468181818181818,0.6587109001675157
siglip2_b16_384,384,17,0.0,0.5,0.5,5,0.5,0.945,0.6464788971936791
siglip2_b16_384,384,17,0.0,0.5,0.5,5,1.0,0.9431818181818182,0.6377962872577148
siglip2_b16_384,384,17,0.0,0.5,0.5,5,2.0,0.9386363636363636,0.6274494602203282
siglip2_b16_384,384,17,0.0,0.5,0.5,10,0.0,0.9468181818181818,0.7097219518389544
siglip2_b16_384,384,17,0.0,0.5,0.5,10,0.5,0.9440909090909091,0.6998327444612906
siglip2_b16_384,384,17,0.0,0.5,0.5,10,1.0,0.9427272727272727,0.6927774661331595
siglip2_b16_384,384,17,0.0,0.5,0.5,10,2.0,0.9359090909090909,0.684222691061208
siglip2_b16_384,384,17,0.35,0.4,0.25,1,0.0,0.9409090909090909,0.5957371638881889
siglip2_b16_384,384,17,0.35,0.4,0.25,1,0.5,0.9436363636363636,0.5839735713285253
siglip2_b16_384,384,17,0.35,0.4,0.25,1,1.0,0.9422727272727273,0.5751085159862159
siglip2_b16_384,384,17,0.35,0.4,0.25,1,2.0,0.9354545454545454,0.5645167673839522
siglip2_b16_384,384,17,0.35,0.4,0.25,3,0.0,0.9454545454545454,0.6302852496193596
siglip2_b16_384,384,17,0.35,0.4,0.25,3,0.5,0.9459090909090909,0.6207924834257038
siglip2_b16_384,384,17,0.35,0.4,0.25,3,1.0,0.945,0.6134623734550855
siglip2_b16_384,384,17,0.35,0.4,0.25,3,2.0,0.9413636363636364,0.6038215797999915
siglip2_b16_384,384,17,0.35,0.4,0.25,5,0.0,0.9468181818181818,0.6587109001675157
siglip2_b16_384,384,17,0.35,0.4,0.25,5,0.5,0.9454545454545454,0.6504008953038111
siglip2_b16_384,384,17,0.35,0.4,0.25,5,1.0,0.9440909090909091,0.6439743552842744
siglip2_b16_384,384,17,0.35,0.4,0.25,5,2.0,0.94,0.6354549483046698
siglip2_b16_384,384,17,0.35,0.4,0.25,10,0.0,0.9468181818181818,0.7097219518389544
siglip2_b16_384,384,17,0.35,0.4,0.25,10,0.5,0.945,0.7030877727117294
siglip2_b16_384,384,17,0.35,0.4,0.25,10,1.0,0.9436363636363636,0.6979763896158465
siglip2_b16_384,384,17,0.35,0.4,0.25,10,2.0,0.9404545454545454,0.6912337796548702
siglip2_b16_384,384,17,0.45,0.35,0.2,1,0.0,0.9409090909090909,0.5957371638881889
siglip2_b16_384,384,17,0.45,0.35,0.2,1,0.5,0.9436363636363636,0.5857957288099088
siglip2_b16_384,384,17,0.45,0.35,0.2,1,1.0,0.9422727272727273,0.5780175358381394
siglip2_b16_384,384,17,0.45,0.35,0.2,1,2.0,0.9368181818181818,0.5679825031558343
siglip2_b16_384,384,17,0.45,0.35,0.2,3,0.0,0.9454545454545454,0.6302852496193596
siglip2_b16_384,384,17,0.45,0.35,0.2,3,0.5,0.9454545454545454,0.6222997840654652
siglip2_b16_384,384,17,0.45,0.35,0.2,3,1.0,0.9445454545454546,0.615947615722833
siglip2_b16_384,384,17,0.45,0.35,0.2,3,2.0,0.9409090909090909,0.6072130896447193
siglip2_b16_384,384,17,0.45,0.35,0.2,5,0.0,0.9468181818181818,0.6587109001675157
siglip2_b16_384,384,17,0.45,0.35,0.2,5,0.5,0.9463636363636364,0.6517428076375477
siglip2_b16_384,384,17,0.45,0.35,0.2,5,1.0,0.9445454545454546,0.6462022887773421
siglip2_b16_384,384,17,0.45,0.35,0.2,5,2.0,0.9413636363636364,0.6385649268083908
siglip2_b16_384,384,17,0.45,0.35,0.2,10,0.0,0.9468181818181818,0.7097219518389544
siglip2_b16_384,384,17,0.45,0.35,0.2,10,0.5,0.9454545454545454,0.70419269657212
siglip2_b16_384,384,17,0.45,0.35,0.2,10,1.0,0.9436363636363636,0.6998249316089856
siglip2_b16_384,384,17,0.45,0.35,0.2,10,2.0,0.9404545454545454,0.6938750893870623
siglip2_b16_384,384,29,1.0,0.0,0.0,1,0.0,0.9318181818181818,0.6059829102616683
siglip2_b16_384,384,29,1.0,0.0,0.0,1,0.5,0.9327272727272727,0.6057868818857145
siglip2_b16_384,384,29,1.0,0.0,0.0,1,1.0,0.9327272727272727,0.605788124997349
siglip2_b16_384,384,29,1.0,0.0,0.0,1,2.0,0.9340909090909091,0.6063811002781763
siglip2_b16_384,384,29,1.0,0.0,0.0,3,0.0,0.9445454545454546,0.6324493312185483
siglip2_b16_384,384,29,1.0,0.0,0.0,3,0.5,0.9445454545454546,0.63268480979536
siglip2_b16_384,384,29,1.0,0.0,0.0,3,1.0,0.9445454545454546,0.6330658860363848
siglip2_b16_384,384,29,1.0,0.0,0.0,3,2.0,0.9463636363636364,0.6342637063363328
siglip2_b16_384,384,29,1.0,0.0,0.0,5,0.0,0.9472727272727273,0.6585071743557102
siglip2_b16_384,384,29,1.0,0.0,0.0,5,0.5,0.9463636363636364,0.658840653282811
siglip2_b16_384,384,29,1.0,0.0,0.0,5,1.0,0.9459090909090909,0.6593086229461621
siglip2_b16_384,384,29,1.0,0.0,0.0,5,2.0,0.9445454545454546,0.6606467338276697
siglip2_b16_384,384,29,1.0,0.0,0.0,10,0.0,0.9454545454545454,0.7067134655146928
siglip2_b16_384,384,29,1.0,0.0,0.0,10,0.5,0.945,0.7070912234092467
siglip2_b16_384,384,29,1.0,0.0,0.0,10,1.0,0.9445454545454546,0.707594392147764
siglip2_b16_384,384,29,1.0,0.0,0.0,10,2.0,0.9436363636363636,0.7089756512261325
siglip2_b16_384,384,29,0.0,1.0,0.0,1,0.0,0.9318181818181818,0.6059829102616683
siglip2_b16_384,384,29,0.0,1.0,0.0,1,0.5,0.9363636363636364,0.5699019582164677
siglip2_b16_384,384,29,0.0,1.0,0.0,1,1.0,0.9345454545454546,0.5597528838156791
siglip2_b16_384,384,29,0.0,1.0,0.0,1,2.0,0.9281818181818182,0.57027095635437
siglip2_b16_384,384,29,0.0,1.0,0.0,3,0.0,0.9445454545454546,0.6324493312185483
siglip2_b16_384,384,29,0.0,1.0,0.0,3,0.5,0.9409090909090909,0.6073456704239647
